sample_id,kingdom,phylum,phylum_read_raw,phylum_read_index,phylum_pa,class,class_read_raw,class_read_index,class_pa,order,order_read_raw,order_read_index,order_pa,family,family_read_raw,family_read_index,family_pa,genus,genus_read_raw,genus_read_index,genus_pa,species,species_read_raw,species_read_index,species_pa,terrestrial,holoplankton
GH001,Animalia,Chordata,18946,1,1,Actinopterygii,18186,0.959885991766072,1,Perciformes,9998,0.5440433000403505,1,Embiotocidae,88,0.00622326347368622,1,Cymatogaster,88,0.0063447730847453285,1,Cymatogaster aggregata,88,0.0063447730847453285,1,0,0
GH001,Animalia,Chordata,18946,1,1,Actinopterygii,18186,0.959885991766072,1,Clupeiformes,8103,0.42922062269622485,1,Clupeidae,8103,0.42922062269622485,1,Clupea,8103,0.42922062269622485,1,Clupea pallasii,8103,0.42922062269622485,1,0,0
GH001,Animalia,Chordata,18946,1,1,Actinopterygii,18186,0.959885991766072,1,Perciformes,9998,0.5440433000403505,1,Pholidae,7685,1,1,Pholis,7685,1,1,Pholis laeta,5864,1,1,0,0
GH001,Animalia,Chordata,18946,1,1,Actinopterygii,18186,0.959885991766072,1,Scorpaeniformes,15,8.44445001996947e-4,1,Sebastidae,0,0,0,Sebastes,0,0,0,Sebastes baramenuke,0,0,0,0,0
GH001,Animalia,Chordata,18946,1,1,Actinopterygii,18186,0.959885991766072,1,Salmoniformes,0,0,0,Salmonidae,0,0,0,Oncorhynchus,0,0,0,Oncorhynchus gorbuscha,0,0,0,0,0
GH001,Animalia,Chordata,18946,1,1,Actinopterygii,18186,0.959885991766072,1,Perciformes,9998,0.5440433000403505,1,Embiotocidae,88,0.00622326347368622,1,Embiotoca,0,0,0,Embiotoca lateralis,0,0,0,0,0
GH001,Animalia,Chordata,18946,1,1,Actinopterygii,18186,0.959885991766072,1,Perciformes,9998,0.5440433000403505,1,Stichaeidae,2225,0.25726839453053363,1,Xiphister,0,0,0,Xiphister atropurpureus,0,0,0,0,0
GH001,Animalia,Chordata,18946,1,1,Actinopterygii,18186,0.959885991766072,1,Scorpaeniformes,15,8.44445001996947e-4,1,Hexagrammidae,0,0,0,Hexagrammos,0,0,0,Hexagrammos decagrammus,0,0,0,0,0
GH001,Animalia,Chordata,18946,1,1,Actinopterygii,18186,0.959885991766072,1,Scorpaeniformes,15,8.44445001996947e-4,1,Hexagrammidae,0,0,0,Hexagrammos,0,0,0,Hexagrammos agrammus,0,0,0,0,0
GH001,Animalia,Chordata,18946,1,1,Actinopterygii,18186,0.959885991766072,1,Perciformes,9998,0.5440433000403505,1,Stichaeidae,2225,0.25726839453053363,1,Anoplarchus,2225,0.8843072514084864,1,Anoplarchus purpurescens,2225,0.8843072514084864,1,0,0
GH001,Animalia,Chordata,18946,1,1,Actinopterygii,18186,0.959885991766072,1,Perciformes,9998,0.5440433000403505,1,Ammodytidae,0,0,0,Ammodytes,0,0,0,Ammodytes personatus,0,0,0,0,0
GH001,Animalia,Chordata,18946,1,1,Actinopterygii,18186,0.959885991766072,1,Pleuronectiformes,0,0,0,Paralichthyidae,0,0,0,Citharichthys,0,0,0,Citharichthys sordidus,0,0,0,0,0
GH001,Animalia,Chordata,18946,1,1,Actinopterygii,18186,0.959885991766072,1,Scorpaeniformes,15,8.44445001996947e-4,1,Cottidae,15,0.0012658283977540505,1,Leptocottus,15,0.0030584400654202503,1,Leptocottus armatus,15,0.0030584400654202503,1,0,0
GH001,Animalia,Chordata,18946,1,1,Actinopterygii,18186,0.959885991766072,1,Salmoniformes,0,0,0,Salmonidae,0,0,0,Oncorhynchus,0,0,0,Oncorhynchus kisutch,0,0,0,0,0
GH001,Animalia,Chordata,18946,1,1,Actinopterygii,18186,0.959885991766072,1,Scorpaeniformes,15,8.44445001996947e-4,1,Cottidae,15,0.0012658283977540505,1,Enophrys,0,0,0,Enophrys bison,0,0,0,0,0
GH001,Animalia,Chordata,18946,1,1,Actinopterygii,18186,0.959885991766072,1,Perciformes,9998,0.5440433000403505,1,Stichaeidae,2225,0.25726839453053363,1,Phytichthys,0,0,0,Phytichthys chirus,0,0,0,0,0
GH001,Animalia,Chordata,18946,1,1,Actinopterygii,18186,0.959885991766072,1,Scorpaeniformes,15,8.44445001996947e-4,1,Cottidae,15,0.0012658283977540505,1,Hemilepidotus,0,0,0,Hemilepidotus hemilepidotus,0,0,0,0,0
GH001,Animalia,Chordata,18946,1,1,Actinopterygii,18186,0.959885991766072,1,Scorpaeniformes,15,8.44445001996947e-4,1,Cottidae,15,0.0012658283977540505,1,Scorpaenichthys,0,0,0,Scorpaenichthys marmoratus,0,0,0,0,0
GH001,Animalia,Chordata,18946,1,1,Actinopterygii,18186,0.959885991766072,1,Scorpaeniformes,15,8.44445001996947e-4,1,Sebastidae,0,0,0,Sebastes,0,0,0,Sebastes caurinus,0,0,0,0,0
